event_num,period,clock,teamTricode,substitutionIn,substitutionOut,raw_event
414,3,PT08M42.00S,MIN,,,"{""actionNumber"": 414, ""clock"": ""PT08M42.00S"", ""timeActual"": ""2025-05-21T02:07:49.3Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1630183, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""53"", ""scoreAway"": ""52"", ""edited"": ""2025-05-21T02:09:03Z"", ""orderNumber"": 4080000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: J. McDaniels"", ""playerName"": ""McDaniels"", ""playerNameI"": ""J. McDaniels"", ""personIdsFilter"": [1630183]}"
415,3,PT08M42.00S,MIN,,,"{""actionNumber"": 415, ""clock"": ""PT08M42.00S"", ""timeActual"": ""2025-05-21T02:07:49.3Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1629638, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""53"", ""scoreAway"": ""52"", ""edited"": ""2025-05-21T02:09:03Z"", ""orderNumber"": 4090000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: N. Alexander-Walker"", ""playerName"": ""Alexander-Walker"", ""playerNameI"": ""N. Alexander-Walker"", ""personIdsFilter"": [1629638]}"
420,3,PT08M23.00S,OKC,,,"{""actionNumber"": 420, ""clock"": ""PT08M23.00S"", ""timeActual"": ""2025-05-21T02:09:18.8Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1631096, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""54"", ""scoreAway"": ""53"", ""edited"": ""2025-05-21T02:09:32Z"", ""orderNumber"": 4140000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: C. Holmgren"", ""playerName"": ""Holmgren"", ""playerNameI"": ""C. Holmgren"", ""personIdsFilter"": [1631096]}"
421,3,PT08M23.00S,OKC,,,"{""actionNumber"": 421, ""clock"": ""PT08M23.00S"", ""timeActual"": ""2025-05-21T02:09:18.8Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1630198, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""54"", ""scoreAway"": ""53"", ""edited"": ""2025-05-21T02:09:32Z"", ""orderNumber"": 4150000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: I. Joe"", ""playerName"": ""Joe"", ""playerNameI"": ""I. Joe"", ""personIdsFilter"": [1630198]}"
439,3,PT06M22.00S,OKC,,,"{""actionNumber"": 439, ""clock"": ""PT06M22.00S"", ""timeActual"": ""2025-05-21T02:15:48.0Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1629652, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""58"", ""scoreAway"": ""60"", ""edited"": ""2025-05-21T02:16:07Z"", ""orderNumber"": 4330000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: L. Dort"", ""playerName"": ""Dort"", ""playerNameI"": ""L. Dort"", ""personIdsFilter"": [1629652]}"
440,3,PT06M22.00S,MIN,,,"{""actionNumber"": 440, ""clock"": ""PT06M22.00S"", ""timeActual"": ""2025-05-21T02:15:48.0Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 201144, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""58"", ""scoreAway"": ""60"", ""edited"": ""2025-05-21T02:16:07Z"", ""orderNumber"": 4340000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: M. Conley"", ""playerName"": ""Conley"", ""playerNameI"": ""M. Conley"", ""personIdsFilter"": [201144]}"
441,3,PT06M22.00S,OKC,,,"{""actionNumber"": 441, ""clock"": ""PT06M22.00S"", ""timeActual"": ""2025-05-21T02:15:48.0Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1641717, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""58"", ""scoreAway"": ""60"", ""edited"": ""2025-05-21T02:16:07Z"", ""orderNumber"": 4350000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: C. Wallace"", ""playerName"": ""Wallace"", ""playerNameI"": ""C. Wallace"", ""personIdsFilter"": [1641717]}"
442,3,PT06M22.00S,MIN,,,"{""actionNumber"": 442, ""clock"": ""PT06M22.00S"", ""timeActual"": ""2025-05-21T02:15:48.0Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1628978, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""58"", ""scoreAway"": ""60"", ""edited"": ""2025-05-21T02:16:07Z"", ""orderNumber"": 4360000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: D. DiVincenzo"", ""playerName"": ""DiVincenzo"", ""playerNameI"": ""D. DiVincenzo"", ""personIdsFilter"": [1628978]}"
447,3,PT06M12.00S,OKC,,,"{""actionNumber"": 447, ""clock"": ""PT06M12.00S"", ""timeActual"": ""2025-05-21T02:17:02.2Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1628392, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""58"", ""scoreAway"": ""60"", ""edited"": ""2025-05-21T02:17:04Z"", ""orderNumber"": 4410000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: I. Hartenstein"", ""playerName"": ""Hartenstein"", ""playerNameI"": ""I. Hartenstein"", ""personIdsFilter"": [1628392]}"
448,3,PT06M12.00S,OKC,,,"{""actionNumber"": 448, ""clock"": ""PT06M12.00S"", ""timeActual"": ""2025-05-21T02:17:02.2Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1629026, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""58"", ""scoreAway"": ""60"", ""edited"": ""2025-05-21T02:17:04Z"", ""orderNumber"": 4420000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: K. Williams"", ""playerName"": ""Williams"", ""playerNameI"": ""K. Williams"", ""personIdsFilter"": [1629026]}"
456,3,PT05M25.00S,MIN,,,"{""actionNumber"": 456, ""clock"": ""PT05M25.00S"", ""timeActual"": ""2025-05-21T02:21:04.7Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 203497, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""62"", ""scoreAway"": ""60"", ""edited"": ""2025-05-21T02:21:45Z"", ""orderNumber"": 4500000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: R. Gobert"", ""playerName"": ""Gobert"", ""playerNameI"": ""R. Gobert"", ""personIdsFilter"": [203497]}"
457,3,PT05M25.00S,MIN,,,"{""actionNumber"": 457, ""clock"": ""PT05M25.00S"", ""timeActual"": ""2025-05-21T02:21:04.7Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1629675, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""62"", ""scoreAway"": ""60"", ""edited"": ""2025-05-21T02:21:45Z"", ""orderNumber"": 4510000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: N. Reid"", ""playerName"": ""Reid"", ""playerNameI"": ""N. Reid"", ""personIdsFilter"": [1629675]}"
472,3,PT03M46.00S,MIN,,,"{""actionNumber"": 472, ""clock"": ""PT03M46.00S"", ""timeActual"": ""2025-05-21T02:25:26.0Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 203944, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""66"", ""scoreAway"": ""60"", ""edited"": ""2025-05-21T02:25:30Z"", ""orderNumber"": 4660000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: J. Randle"", ""playerName"": ""Randle"", ""playerNameI"": ""J. Randle"", ""personIdsFilter"": [203944]}"
473,3,PT03M46.00S,MIN,,,"{""actionNumber"": 473, ""clock"": ""PT03M46.00S"", ""timeActual"": ""2025-05-21T02:25:26.0Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 203497, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""66"", ""scoreAway"": ""60"", ""edited"": ""2025-05-21T02:25:30Z"", ""orderNumber"": 4670000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: R. Gobert"", ""playerName"": ""Gobert"", ""playerNameI"": ""R. Gobert"", ""personIdsFilter"": [203497]}"
486,3,PT03M03.00S,OKC,,,"{""actionNumber"": 486, ""clock"": ""PT03M03.00S"", ""timeActual"": ""2025-05-21T02:29:15.5Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1631114, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""66"", ""scoreAway"": ""62"", ""edited"": ""2025-05-21T02:29:27Z"", ""orderNumber"": 4800000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: J. Williams"", ""playerName"": ""Williams"", ""playerNameI"": ""J. Williams"", ""personIdsFilter"": [1631114]}"
487,3,PT03M03.00S,OKC,,,"{""actionNumber"": 487, ""clock"": ""PT03M03.00S"", ""timeActual"": ""2025-05-21T02:29:15.5Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1630198, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""66"", ""scoreAway"": ""62"", ""edited"": ""2025-05-21T02:29:27Z"", ""orderNumber"": 4810000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: I. Joe"", ""playerName"": ""Joe"", ""playerNameI"": ""I. Joe"", ""personIdsFilter"": [1630198]}"
488,3,PT03M03.00S,OKC,,,"{""actionNumber"": 488, ""clock"": ""PT03M03.00S"", ""timeActual"": ""2025-05-21T02:29:15.5Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1627936, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""66"", ""scoreAway"": ""62"", ""edited"": ""2025-05-21T02:29:27Z"", ""orderNumber"": 4820000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: A. Caruso"", ""playerName"": ""Caruso"", ""playerNameI"": ""A. Caruso"", ""personIdsFilter"": [1627936]}"
489,3,PT03M03.00S,OKC,,,"{""actionNumber"": 489, ""clock"": ""PT03M03.00S"", ""timeActual"": ""2025-05-21T02:29:15.5Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1631096, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""66"", ""scoreAway"": ""62"", ""edited"": ""2025-05-21T02:29:27Z"", ""orderNumber"": 4830000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: C. Holmgren"", ""playerName"": ""Holmgren"", ""playerNameI"": ""C. Holmgren"", ""personIdsFilter"": [1631096]}"
511,3,PT01M08.00S,MIN,,,"{""actionNumber"": 511, ""clock"": ""PT01M08.00S"", ""timeActual"": ""2025-05-21T02:32:32.2Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1630162, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""75"", ""scoreAway"": ""65"", ""edited"": ""2025-05-21T02:32:36Z"", ""orderNumber"": 5040000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: A. Edwards"", ""playerName"": ""Edwards"", ""playerNameI"": ""A. Edwards"", ""personIdsFilter"": [1630162]}"
512,3,PT01M08.00S,MIN,,,"{""actionNumber"": 512, ""clock"": ""PT01M08.00S"", ""timeActual"": ""2025-05-21T02:32:32.2Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1641740, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""75"", ""scoreAway"": ""65"", ""edited"": ""2025-05-21T02:32:36Z"", ""orderNumber"": 5050000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: J. Clark"", ""playerName"": ""Clark"", ""playerNameI"": ""J. Clark"", ""personIdsFilter"": [1641740]}"
518,3,PT00M29.60S,OKC,,,"{""actionNumber"": 518, ""clock"": ""PT00M29.60S"", ""timeActual"": ""2025-05-21T02:34:14.4Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1629026, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""76"", ""scoreAway"": ""65"", ""edited"": ""2025-05-21T02:34:24Z"", ""orderNumber"": 5110000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: K. Williams"", ""playerName"": ""Williams"", ""playerNameI"": ""K. Williams"", ""personIdsFilter"": [1629026]}"
519,3,PT00M29.60S,OKC,,,"{""actionNumber"": 519, ""clock"": ""PT00M29.60S"", ""timeActual"": ""2025-05-21T02:34:14.4Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1630198, ""x"": null, ""y"": null, ""possession"": 1610612760, ""scoreHome"": ""76"", ""scoreAway"": ""65"", ""edited"": ""2025-05-21T02:34:24Z"", ""orderNumber"": 5120000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: I. Joe"", ""playerName"": ""Joe"", ""playerNameI"": ""I. Joe"", ""personIdsFilter"": [1630198]}"
529,3,PT00M07.40S,OKC,,,"{""actionNumber"": 529, ""clock"": ""PT00M07.40S"", ""timeActual"": ""2025-05-21T02:35:37.0Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [], ""personId"": 1627936, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""76"", ""scoreAway"": ""65"", ""edited"": ""2025-05-21T02:35:44Z"", ""orderNumber"": 5220000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: A. Caruso"", ""playerName"": ""Caruso"", ""playerNameI"": ""A. Caruso"", ""personIdsFilter"": [1627936]}"
530,3,PT00M07.40S,OKC,,,"{""actionNumber"": 530, ""clock"": ""PT00M07.40S"", ""timeActual"": ""2025-05-21T02:35:37.0Z"", ""period"": 3, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [], ""personId"": 1631114, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""76"", ""scoreAway"": ""65"", ""edited"": ""2025-05-21T02:35:44Z"", ""orderNumber"": 5230000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: J. Williams"", ""playerName"": ""Williams"", ""playerNameI"": ""J. Williams"", ""personIdsFilter"": [1631114]}"
536,4,PT12M00.00S,OKC,,,"{""actionNumber"": 536, ""clock"": ""PT12M00.00S"", ""timeActual"": ""2025-05-21T02:36:37.9Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [""startperiod""], ""personId"": 1628983, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""76"", ""scoreAway"": ""66"", ""edited"": ""2025-05-21T02:39:57Z"", ""orderNumber"": 5290000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: S. Gilgeous-Alexander"", ""playerName"": ""Gilgeous-Alexander"", ""playerNameI"": ""S. Gilgeous-Alexander"", ""personIdsFilter"": [1628983]}"
537,4,PT12M00.00S,OKC,,,"{""actionNumber"": 537, ""clock"": ""PT12M00.00S"", ""timeActual"": ""2025-05-21T02:36:37.9Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [""startperiod""], ""personId"": 1630198, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""76"", ""scoreAway"": ""66"", ""edited"": ""2025-05-21T02:39:57Z"", ""orderNumber"": 5300000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: I. Joe"", ""playerName"": ""Joe"", ""playerNameI"": ""I. Joe"", ""personIdsFilter"": [1630198]}"
538,4,PT12M00.00S,MIN,,,"{""actionNumber"": 538, ""clock"": ""PT12M00.00S"", ""timeActual"": ""2025-05-21T02:36:37.9Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [""startperiod""], ""personId"": 1629638, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""76"", ""scoreAway"": ""66"", ""edited"": ""2025-05-21T02:39:57Z"", ""orderNumber"": 5310000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: N. Alexander-Walker"", ""playerName"": ""Alexander-Walker"", ""playerNameI"": ""N. Alexander-Walker"", ""personIdsFilter"": [1629638]}"
539,4,PT12M00.00S,MIN,,,"{""actionNumber"": 539, ""clock"": ""PT12M00.00S"", ""timeActual"": ""2025-05-21T02:36:37.9Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [""startperiod""], ""personId"": 1641740, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""76"", ""scoreAway"": ""66"", ""edited"": ""2025-05-21T02:39:57Z"", ""orderNumber"": 5320000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: J. Clark"", ""playerName"": ""Clark"", ""playerNameI"": ""J. Clark"", ""personIdsFilter"": [1641740]}"
540,4,PT12M00.00S,MIN,,,"{""actionNumber"": 540, ""clock"": ""PT12M00.00S"", ""timeActual"": ""2025-05-21T02:36:37.9Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""out"", ""qualifiers"": [""startperiod""], ""personId"": 203497, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""76"", ""scoreAway"": ""66"", ""edited"": ""2025-05-21T02:39:57Z"", ""orderNumber"": 5330000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB out: R. Gobert"", ""playerName"": ""Gobert"", ""playerNameI"": ""R. Gobert"", ""personIdsFilter"": [203497]}"
541,4,PT12M00.00S,OKC,,,"{""actionNumber"": 541, ""clock"": ""PT12M00.00S"", ""timeActual"": ""2025-05-21T02:36:37.9Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [""startperiod""], ""personId"": 1630598, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""76"", ""scoreAway"": ""66"", ""edited"": ""2025-05-21T02:39:57Z"", ""orderNumber"": 5340000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: A. Wiggins"", ""playerName"": ""Wiggins"", ""playerNameI"": ""A. Wiggins"", ""personIdsFilter"": [1630598]}"
542,4,PT12M00.00S,OKC,,,"{""actionNumber"": 542, ""clock"": ""PT12M00.00S"", ""timeActual"": ""2025-05-21T02:36:37.9Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612760, ""teamTricode"": ""OKC"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [""startperiod""], ""personId"": 1627936, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""76"", ""scoreAway"": ""66"", ""edited"": ""2025-05-21T02:39:57Z"", ""orderNumber"": 5350000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: A. Caruso"", ""playerName"": ""Caruso"", ""playerNameI"": ""A. Caruso"", ""personIdsFilter"": [1627936]}"
543,4,PT12M00.00S,MIN,,,"{""actionNumber"": 543, ""clock"": ""PT12M00.00S"", ""timeActual"": ""2025-05-21T02:36:37.9Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [""startperiod""], ""personId"": 1630183, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""76"", ""scoreAway"": ""66"", ""edited"": ""2025-05-21T02:39:57Z"", ""orderNumber"": 5360000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: J. McDaniels"", ""playerName"": ""McDaniels"", ""playerNameI"": ""J. McDaniels"", ""personIdsFilter"": [1630183]}"
544,4,PT12M00.00S,MIN,,,"{""actionNumber"": 544, ""clock"": ""PT12M00.00S"", ""timeActual"": ""2025-05-21T02:36:37.9Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [""startperiod""], ""personId"": 201144, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""76"", ""scoreAway"": ""66"", ""edited"": ""2025-05-21T02:39:57Z"", ""orderNumber"": 5370000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: M. Conley"", ""playerName"": ""Conley"", ""playerNameI"": ""M. Conley"", ""personIdsFilter"": [201144]}"
545,4,PT12M00.00S,MIN,,,"{""actionNumber"": 545, ""clock"": ""PT12M00.00S"", ""timeActual"": ""2025-05-21T02:36:37.9Z"", ""period"": 4, ""periodType"": ""REGULAR"", ""teamId"": 1610612750, ""teamTricode"": ""MIN"", ""actionType"": ""substitution"", ""subType"": ""in"", ""qualifiers"": [""startperiod""], ""personId"": 203944, ""x"": null, ""y"": null, ""possession"": 1610612750, ""scoreHome"": ""76"", ""scoreAway"": ""66"", ""edited"": ""2025-05-21T02:39:57Z"", ""orderNumber"": 5380000, ""isTargetScoreLastPeriod"": false, ""xLegacy"": null, ""yLegacy"": null, ""isFieldGoal"": 0, ""side"": null, ""description"": ""SUB in: J. Randle"", ""playerName"": ""Randle"", ""playerNameI"": ""J. Randle"", ""personIdsFilter"": [203944]}"
